,Index,Node,Nbr_Node,Nbr_Count,Hello_Cnt,AODV_Msg_Nbr_Cnt,RREQs_Sent_To_Nbr,RREQs_From_Nbr,Nbr_Never_Sends_RREQ,Nbr_Is_Orig_Cnt,Nbr_Never_Orig,Nbr_Is_Dest_Cnt,Nbr_Never_Dest,All_RREPs_Rcvd_This_Node,RREPs_From_Nbr,RREP_Resp_Pct,Pct_Of_All_RREPs,Hop_Cnt_Over_1_Cnt,Hop_Cnt_Over_1_Pct,High_Dest_Seq_Num_Inc_Cnt,High_Dest_Seq_Num_Inc_Pct,Avg_Resp_Dly,Avg_Resp_Dly_Per_Hop,RERRs_From_Nbr,RERRs_From_Nbr_Pct,Pct_of_All_Nbrs,RREP_To_Nbrs_Ratio,Black_Hole_Node
0,1,10.1.1.0,10.1.1.45,44,25,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
1,2,10.1.1.0,10.1.1.2,44,56,127,181,56,FALSE,0,TRUE,0,TRUE,621,54,29.83,8.7,41,75.93,0,0,3.525607611,0.946356766,17,31.48,2.27,3.832599119,FALSE
2,3,10.1.1.0,10.1.1.1,44,151,262,181,149,FALSE,5,FALSE,0,TRUE,621,69,38.12,11.11,31,44.93,0,0,1.826252275,0.649025119,44,63.77,2.27,4.894273128,FALSE
3,4,10.1.1.0,10.1.1.3,44,42,158,181,0,TRUE,0,TRUE,0,TRUE,181,181,100,100,0,0,181,100,1.357564881,0.553014783,0,0,2.27,44.05286344,TRUE
4,5,10.1.1.0,10.1.1.31,44,24,49,181,24,FALSE,0,TRUE,0,TRUE,621,15,8.29,2.42,8,53.33,0,0,0.502172667,0.199722372,10,66.67,2.27,1.066079295,FALSE
5,6,10.1.1.0,10.1.1.12,44,7,0,181,0,TRUE,0,TRUE,0,TRUE,181,181,100,100,0,0,181,100,,,0,0,2.27,44.05286344,TRUE
6,7,10.1.1.0,10.1.1.41,44,8,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
7,8,10.1.1.0,10.1.1.50,44,8,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
8,9,10.1.1.0,10.1.1.27,44,41,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
9,10,10.1.1.0,10.1.1.18,44,30,20,181,14,FALSE,10,FALSE,0,TRUE,621,3,1.66,0.48,1,33.33,0,0,0.956295333,0.40715725,3,100,2.27,0.211453744,FALSE
10,11,10.1.1.0,10.1.1.21,44,9,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
11,12,10.1.1.0,10.1.1.44,44,11,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
12,13,10.1.1.0,10.1.1.11,44,8,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
13,14,10.1.1.0,10.1.1.43,44,14,12,181,7,FALSE,0,TRUE,0,TRUE,621,3,1.66,0.48,2,66.67,0,0,0.012493,0.005030167,2,66.67,2.27,0.211453744,FALSE
14,15,10.1.1.0,10.1.1.15,44,9,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
15,16,10.1.1.0,10.1.1.37,44,28,24,181,10,FALSE,1,FALSE,0,TRUE,621,11,6.08,1.77,10,90.91,0,0,2.379126636,0.635758432,3,27.27,2.27,0.779735683,FALSE
16,17,10.1.1.0,10.1.1.6,44,20,79,181,41,FALSE,1,FALSE,0,TRUE,621,29,16.02,4.67,13,44.83,0,0,3.044342759,1.182209264,9,31.03,2.27,2.057268722,FALSE
17,18,10.1.1.0,10.1.1.8,44,26,32,181,19,FALSE,0,TRUE,0,TRUE,621,10,5.52,1.61,7,70,0,0,2.7603896,0.858878576,3,30,2.27,0.709251101,FALSE
18,19,10.1.1.0,10.1.1.16,44,11,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
19,20,10.1.1.0,10.1.1.5,44,7,27,181,11,FALSE,1,FALSE,0,TRUE,621,13,7.18,2.09,6,46.15,0,0,0.977783154,0.339244246,3,23.08,2.27,0.920704846,FALSE
20,21,10.1.1.0,10.1.1.39,44,25,9,181,9,FALSE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
21,22,10.1.1.0,10.1.1.10,44,15,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
22,23,10.1.1.0,10.1.1.28,44,8,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
23,24,10.1.1.0,10.1.1.33,44,19,58,181,24,FALSE,0,TRUE,0,TRUE,621,19,10.5,3.06,13,68.42,0,0,1.735845842,0.530640741,15,78.95,2.27,1.348017621,FALSE
24,25,10.1.1.0,10.1.1.47,44,14,79,181,35,FALSE,1,FALSE,0,TRUE,621,18,9.94,2.9,16,88.89,0,0,3.586941167,0.826858067,26,144.44,2.27,1.27753304,FALSE
25,26,10.1.1.0,10.1.1.38,44,36,101,181,52,FALSE,0,TRUE,0,TRUE,621,25,13.81,4.03,11,44,0,0,1.83555992,0.544797985,24,96,2.27,1.775330396,FALSE
26,27,10.1.1.0,10.1.1.49,44,10,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
27,28,10.1.1.0,10.1.1.29,44,13,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
28,29,10.1.1.0,10.1.1.14,44,37,21,181,15,FALSE,9,FALSE,0,TRUE,621,3,1.66,0.48,2,66.67,0,0,1.584461333,0.361241922,3,100,2.27,0.211453744,FALSE
29,30,10.1.1.0,10.1.1.32,44,14,106,181,27,FALSE,0,TRUE,0,TRUE,621,21,11.6,3.38,18,85.71,0,0,4.629674286,1.263909496,58,276.19,2.27,1.488986784,FALSE
30,31,10.1.1.0,10.1.1.9,44,12,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
31,32,10.1.1.0,10.1.1.26,44,45,22,181,15,FALSE,0,TRUE,0,TRUE,621,2,1.1,0.32,1,50,0,0,0.517005,0.173219667,5,250,2.27,0.140969163,FALSE
32,33,10.1.1.0,10.1.1.36,44,7,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
33,34,10.1.1.0,10.1.1.22,44,54,32,181,17,FALSE,0,TRUE,0,TRUE,621,6,3.31,0.97,3,50,0,0,0.718313833,0.145256483,9,150,2.27,0.427312775,FALSE
34,35,10.1.1.0,10.1.1.17,44,41,201,181,82,FALSE,44,FALSE,0,TRUE,621,60,33.15,9.66,31,51.67,0,0,2.064015817,0.731145818,59,98.33,2.27,4.255506608,FALSE
35,36,10.1.1.0,10.1.1.46,44,62,190,181,106,FALSE,5,FALSE,0,TRUE,621,48,26.52,7.73,17,35.42,0,0,2.103326625,0.873431697,36,75,2.27,3.405286344,FALSE
36,37,10.1.1.0,10.1.1.34,44,26,0,181,0,TRUE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
37,38,10.1.1.0,10.1.1.25,44,36,189,181,80,FALSE,1,FALSE,0,TRUE,621,55,30.39,8.86,31,56.36,0,0,3.1404888,0.965998286,54,98.18,2.27,3.9030837,FALSE
38,39,10.1.1.0,10.1.1.20,44,14,6,181,6,FALSE,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
39,40,10.1.1.0,10.1.1.4,44,12,40,181,0,TRUE,0,TRUE,0,TRUE,181,181,100,100,0,0,181,100,2.4872115,0.831117643,0,0,2.27,44.05286344,TRUE
40,41,10.1.1.0,10.1.1.30,44,11,44,181,23,FALSE,0,TRUE,0,TRUE,621,8,4.42,1.29,2,25,0,0,1.543508875,0.246275906,13,162.5,2.27,0.568281938,FALSE
41,42,10.1.1.0,10.1.1.23,44,22,143,181,56,FALSE,0,TRUE,0,TRUE,621,44,24.31,7.09,37,84.09,0,0,2.806562045,0.715058946,43,97.73,2.27,3.123348018,FALSE
42,43,10.1.1.0,10.1.1.48,44,1,38,181,9,FALSE,0,TRUE,0,TRUE,621,22,12.15,3.54,20,90.91,0,0,1.864151864,0.444738136,7,31.82,2.27,1.559471366,FALSE
43,44,10.1.1.0,10.1.1.42,44,8,7,181,4,FALSE,0,TRUE,0,TRUE,621,2,1.1,0.32,1,50,0,0,1.01603,0.339380667,1,50,2.27,0.140969163,FALSE
44,45,10.1.1.10,10.1.1.11,32,138,401,250,235,FALSE,32,FALSE,0,TRUE,672,95,38,14.14,89,93.68,0,0,3.823910032,0.69077799,71,74.74,3.12,4.532051282,FALSE
45,46,10.1.1.10,10.1.1.21,32,53,217,250,109,FALSE,0,TRUE,0,TRUE,672,63,25.2,9.38,59,93.65,0,0,4.143603016,0.746854136,45,71.43,3.12,3.006410256,FALSE
46,47,10.1.1.10,10.1.1.35,32,3,0,250,0,TRUE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,0,,3.12,0,FALSE
47,48,10.1.1.10,10.1.1.16,32,22,100,250,62,FALSE,24,FALSE,0,TRUE,672,16,6.4,2.38,14,87.5,0,0,1.398774125,0.232305368,22,137.5,3.12,0.762820513,FALSE
48,49,10.1.1.10,10.1.1.28,32,3,13,250,7,FALSE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,6,,3.12,0,FALSE
49,50,10.1.1.10,10.1.1.36,32,23,17,250,17,FALSE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,0,,3.12,0,FALSE
50,51,10.1.1.10,10.1.1.25,32,13,0,250,0,TRUE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,0,,3.12,0,FALSE
51,52,10.1.1.10,10.1.1.34,32,6,14,250,14,FALSE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,0,,3.12,0,FALSE
52,53,10.1.1.10,10.1.1.18,32,27,0,250,0,TRUE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,0,,3.12,0,FALSE
53,54,10.1.1.10,10.1.1.37,32,17,86,250,41,FALSE,5,FALSE,0,TRUE,672,36,14.4,5.36,35,97.22,0,0,4.877140306,1.041187446,9,25,3.12,1.717948718,FALSE
54,55,10.1.1.10,10.1.1.1,32,9,0,250,0,TRUE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,0,,3.12,0,FALSE
55,56,10.1.1.10,10.1.1.27,32,7,107,250,35,FALSE,0,TRUE,0,TRUE,672,55,22,8.18,51,92.73,0,0,2.262240945,0.481524877,17,30.91,3.12,2.621794872,FALSE
56,57,10.1.1.10,10.1.1.45,32,46,136,250,85,FALSE,0,TRUE,0,TRUE,672,26,10.4,3.87,20,76.92,0,0,4.283057846,0.824528123,25,96.15,3.12,1.240384615,FALSE
57,58,10.1.1.10,10.1.1.44,32,37,65,250,43,FALSE,0,TRUE,0,TRUE,672,6,2.4,0.89,3,50,0,0,1.311112167,0.451086778,16,266.67,3.12,0.28525641,FALSE
58,59,10.1.1.10,10.1.1.15,32,48,33,250,23,FALSE,5,FALSE,0,TRUE,672,3,1.2,0.45,0,0,0,0,0.347603333,0.180694,7,233.33,3.12,0.144230769,FALSE
59,60,10.1.1.10,10.1.1.30,32,10,0,250,0,TRUE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,0,,3.12,0,FALSE
60,61,10.1.1.10,10.1.1.20,32,4,0,250,0,TRUE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,0,,3.12,0,FALSE
61,62,10.1.1.10,10.1.1.19,32,40,103,250,41,FALSE,5,FALSE,0,TRUE,672,36,14.4,5.36,34,94.44,0,0,3.464979,0.677427651,26,72.22,3.12,1.717948718,FALSE
62,63,10.1.1.10,10.1.1.4,32,22,50,250,0,TRUE,0,TRUE,0,TRUE,250,250,100,100,0,0,250,100,2.55603,0.587511023,0,0,3.12,32.05128205,TRUE
63,64,10.1.1.10,10.1.1.48,32,10,0,250,0,TRUE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,0,,3.12,0,FALSE
64,65,10.1.1.10,10.1.1.41,32,43,95,250,52,FALSE,0,TRUE,0,TRUE,672,31,12.4,4.61,29,93.55,0,0,3.522632742,0.536346598,12,38.71,3.12,1.477564103,FALSE
65,66,10.1.1.10,10.1.1.5,32,28,61,250,32,FALSE,0,TRUE,0,TRUE,672,22,8.8,3.27,22,100,0,0,3.986058955,0.70099025,7,31.82,3.12,1.048076923,FALSE
66,67,10.1.1.10,10.1.1.13,32,25,51,250,46,FALSE,8,FALSE,0,TRUE,672,2,0.8,0.3,1,50,0,0,0.854864,0.215064125,3,150,3.12,0.096153846,FALSE
67,68,10.1.1.10,10.1.1.12,32,14,69,250,0,TRUE,0,TRUE,0,TRUE,250,250,100,100,0,0,250,100,3.118361556,0.679654598,0,0,3.12,32.05128205,TRUE
68,69,10.1.1.10,10.1.1.7,32,1,60,250,38,FALSE,0,TRUE,0,TRUE,672,17,6.8,2.53,15,88.24,0,0,3.658370529,0.631557389,5,29.41,3.12,0.810897436,FALSE
69,70,10.1.1.10,10.1.1.24,32,14,256,250,110,FALSE,3,FALSE,0,TRUE,672,96,38.4,14.29,88,91.67,0,0,3.233275573,0.592333806,50,52.08,3.12,4.580128205,FALSE
70,71,10.1.1.10,10.1.1.9,32,5,68,250,31,FALSE,0,TRUE,0,TRUE,672,24,9.6,3.57,23,95.83,0,0,3.53147975,0.82808187,13,54.17,3.12,1.144230769,FALSE
71,72,10.1.1.10,10.1.1.49,32,7,67,250,26,FALSE,0,TRUE,0,TRUE,672,21,8.4,3.12,14,66.67,0,0,2.29910219,0.615870635,20,95.24,3.12,1,FALSE
72,73,10.1.1.10,10.1.1.29,32,7,99,250,36,FALSE,0,TRUE,0,TRUE,672,40,16,5.95,38,95,0,0,4.259472925,0.762222527,23,57.5,3.12,1.907051282,FALSE
73,74,10.1.1.10,10.1.1.2,32,5,111,250,53,FALSE,2,FALSE,0,TRUE,672,42,16.8,6.25,37,88.1,0,0,2.152570048,0.409018185,16,38.1,3.12,2.003205128,FALSE
74,75,10.1.1.10,10.1.1.17,32,12,84,250,43,FALSE,4,FALSE,0,TRUE,672,20,8,2.98,15,75,0,0,2.3930952,0.522544489,21,105,3.12,0.955128205,FALSE
75,76,10.1.1.10,10.1.1.46,32,2,3,250,3,FALSE,0,TRUE,0,TRUE,672,0,0,0,0,,0,,,,0,,3.12,0,FALSE
76,77,10.1.1.11,10.1.1.37,32,16,75,261,65,FALSE,0,TRUE,0,TRUE,442,9,3.45,2.04,9,100,0,0,3.470908556,0.379125142,1,11.11,3.12,0.653846154,FALSE
77,78,10.1.1.11,10.1.1.3,32,12,0,261,0,TRUE,0,TRUE,0,TRUE,261,261,100,100,0,0,261,100,,,0,0,3.12,32.05128205,TRUE
78,79,10.1.1.11,10.1.1.12,32,135,329,261,0,TRUE,0,TRUE,0,TRUE,261,261,100,100,0,0,261,100,2.297461073,0.371745323,0,0,3.12,32.05128205,TRUE
79,80,10.1.1.11,10.1.1.41,32,54,210,261,124,FALSE,1,FALSE,0,TRUE,442,56,21.46,12.67,53,94.64,0,0,3.52725325,0.581265332,30,53.57,3.12,4.060897436,FALSE
80,81,10.1.1.11,10.1.1.50,32,50,0,261,0,TRUE,0,TRUE,0,TRUE,442,0,0,0,0,,0,,,,0,,3.12,0,FALSE
81,82,10.1.1.11,10.1.1.34,32,13,47,261,36,FALSE,2,FALSE,0,TRUE,442,4,1.53,0.9,3,75,0,0,0.74844675,0.0797604,7,175,3.12,0.288461538,FALSE
82,83,10.1.1.11,10.1.1.45,32,24,255,261,127,FALSE,1,FALSE,0,TRUE,442,83,31.8,18.78,72,86.75,0,0,3.341616458,0.595216174,45,54.22,3.12,6.019230769,FALSE
83,84,10.1.1.11,10.1.1.31,32,17,0,261,0,TRUE,0,TRUE,0,TRUE,442,0,0,0,0,,0,,,,0,,3.12,0,FALSE
84,85,10.1.1.11,10.1.1.1,32,7,0,261,0,TRUE,0,TRUE,0,TRUE,442,0,0,0,0,,0,,,,0,,3.12,0,FALSE
85,86,10.1.1.11,10.1.1.27,32,16,134,261,94,FALSE,0,TRUE,0,TRUE,442,18,6.9,4.07,16,88.89,0,0,2.831697556,0.435129954,22,122.22,3.12,1.304487179,FALSE
86,87,10.1.1.11,10.1.1.48,32,18,0,261,0,TRUE,0,TRUE,0,TRUE,442,0,0,0,0,,0,,,,0,,3.12,0,FALSE
87,88,10.1.1.11,10.1.1.20,32,11,0,261,0,TRUE,0,TRUE,0,TRUE,442,0,0,0,0,,0,,,,0,,3.12,0,FALSE
88,89,10.1.1.11,10.1.1.30,32,10,0,261,0,TRUE,0,TRUE,0,TRUE,442,0,0,0,0,,0,,,,0,,3.12,0,FALSE
89,90,10.1.1.11,10.1.1.24,32,55,120,261,52,FALSE,5,FALSE,0,TRUE,442,29,11.11,6.56,22,75.86,0,0,2.094384552,0.472909198,39,134.48,3.12,2.102564103,FALSE
90,91,10.1.1.11,10.1.1.4,32,26,42,261,0,TRUE,0,TRUE,0,TRUE,261,261,100,100,0,0,261,100,0.29230525,0.047781321,0,0,3.12,32.05128205,TRUE
91,92,10.1.1.11,10.1.1.19,32,33,156,261,97,FALSE,12,FALSE,0,TRUE,442,26,9.96,5.88,21,80.77,0,0,1.829414538,0.431042154,33,126.92,3.12,1.884615385,FALSE
92,93,10.1.1.11,10.1.1.23,32,40,0,261,0,TRUE,0,TRUE,0,TRUE,442,0,0,0,0,,0,,,,0,,3.12,0,FALSE
93,94,10.1.1.11,10.1.1.13,32,91,255,261,209,FALSE,40,FALSE,0,TRUE,442,18,6.9,4.07,11,61.11,0,0,1.367749667,0.295715439,28,155.56,3.12,1.304487179,FALSE
94,95,10.1.1.11,10.1.1.43,32,16,0,261,0,TRUE,0,TRUE,0,TRUE,442,0,0,0,0,,0,,,,0,,3.12,0,FALSE
95,96,10.1.1.11,10.1.1.33,32,9,0,261,0,TRUE,0,TRUE,0,TRUE,442,0,0,0,0,,0,,,,0,,3.12,0,FALSE
96,97,10.1.1.11,10.1.1.5,32,19,15,261,14,FALSE,0,TRUE,0,TRUE,442,1,0.38,0.23,1,100,0,0,2.870139,0.260921727,0,0,3.12,0.073717949,FALSE
97,98,10.1.1.11,10.1.1.44,32,31,46,261,25,FALSE,0,TRUE,0,TRUE,442,9,3.45,2.04,3,33.33,0,0,1.433279444,0.58052913,12,133.33,3.12,0.653846154,FALSE
98,99,10.1.1.11,10.1.1.36,32,13,0,261,0,TRUE,0,TRUE,0,TRUE,442,0,0,0,0,,0,,,,0,,3.12,0,FALSE
99,100,10.1.1.11,10.1.1.7,32,4,83,261,39,FALSE,0,TRUE,0,TRUE,442,33,12.64,7.47,28,84.85,0,0,3.173947485,0.612456605,11,33.33,3.12,2.394230769,FALSE
100,101,10.1.1.11,10.1.1.10,32,2,49,261,32,FALSE,0,TRUE,0,TRUE,442,10,3.83,2.26,10,100,0,0,4.3743441,0.579488835,7,70,3.12,0.724358974,FALSE
101,102,10.1.1.11,10.1.1.2,32,6,51,261,27,FALSE,2,FALSE,0,TRUE,442,19,7.28,4.3,8,42.11,0,0,1.717834263,0.896740741,5,26.32,3.12,1.378205128,FALSE
102,103,10.1.1.11,10.1.1.21,32,10,83,261,29,FALSE,1,FALSE,0,TRUE,442,23,8.81,5.2,17,73.91,0,0,2.290474696,0.38558258,31,134.78,3.12,1.666666667,FALSE
103,104,10.1.1.11,10.1.1.17,32,15,58,261,21,FALSE,2,FALSE,0,TRUE,442,10,3.83,2.26,5,50,0,0,2.6376198,0.777389367,27,270,3.12,0.724358974,FALSE
104,105,10.1.1.11,10.1.1.16,32,11,73,261,42,FALSE,22,FALSE,0,TRUE,442,8,3.07,1.81,5,62.5,0,0,2.205009,0.63045369,23,287.5,3.12,0.580128205,FALSE
105,106,10.1.1.11,10.1.1.29,32,15,76,261,35,FALSE,0,TRUE,0,TRUE,442,24,9.2,5.43,17,70.83,0,0,1.375012167,0.352694814,17,70.83,3.12,1.740384615,FALSE
106,107,10.1.1.11,10.1.1.9,32,7,30,261,15,FALSE,0,TRUE,0,TRUE,442,6,2.3,1.36,4,66.67,0,0,0.821666167,0.078436475,9,150,3.12,0.435897436,FALSE
107,108,10.1.1.11,10.1.1.25,32,5,17,261,5,FALSE,0,TRUE,0,TRUE,442,7,2.68,1.58,4,57.14,0,0,2.705473143,0.321635179,5,71.43,3.12,0.506410256,FALSE
108,109,10.1.1.13,10.1.1.33,36,21,26,109,10,FALSE,0,TRUE,0,TRUE,159,4,3.67,2.52,4,100,0,0,2.1649265,0.434009396,12,300,2.78,0.90647482,FALSE
109,110,10.1.1.13,10.1.1.29,36,54,0,109,0,TRUE,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
110,111,10.1.1.13,10.1.1.6,36,41,50,109,15,FALSE,0,TRUE,0,TRUE,159,26,23.85,16.35,26,100,0,0,3.814061538,0.535674491,9,34.62,2.78,5.881294964,FALSE
111,112,10.1.1.13,10.1.1.8,36,36,25,109,18,FALSE,0,TRUE,0,TRUE,159,3,2.75,1.89,2,66.67,0,0,1.510490333,0.358507267,4,133.33,2.78,0.679856115,FALSE
112,113,10.1.1.13,10.1.1.14,36,161,150,109,107,FALSE,51,FALSE,0,TRUE,159,20,18.35,12.58,15,75,0,0,1.14091025,0.326106649,23,115,2.78,4.525179856,FALSE
113,114,10.1.1.13,10.1.1.28,36,30,0,109,0,TRUE,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
114,115,10.1.1.13,10.1.1.10,36,33,0,109,0,TRUE,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
115,116,10.1.1.13,10.1.1.15,36,10,0,109,0,TRUE,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
116,117,10.1.1.13,10.1.1.43,36,9,10,109,7,FALSE,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,3,,2.78,0,FALSE
117,118,10.1.1.13,10.1.1.7,36,24,9,109,9,FALSE,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
118,119,10.1.1.13,10.1.1.46,36,28,0,109,0,TRUE,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
119,120,10.1.1.13,10.1.1.35,36,27,10,109,10,FALSE,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
120,121,10.1.1.13,10.1.1.36,36,20,0,109,0,TRUE,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
